,hh_index,area_id,zone_id,hh_count,hh_children,hh_people_in_work,hh_in_work,hh_cars,p_hh_index,adult,gender,employment,occupation,main_activity,main_activity_id,main_facility_area,main_facility_zone,mode,hh_income_bin,age_bin
22782,7488.0,46.0,46.7,5.0,0.0,2.0,1.0,3.0,2,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,61
22783,7488.0,46.0,46.7,5.0,0.0,2.0,1.0,3.0,3,1,1,0,0,4,66.0,28.0,28.1,0.0,3,61
22784,7488.0,46.0,46.7,5.0,0.0,2.0,1.0,3.0,4,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,61
22799,7494.0,36.0,36.3,5.0,2.0,2.0,1.0,2.0,0,1,0,3,1,1,609.0,27.0,27.2,0.0,0,21
22800,7494.0,36.0,36.3,5.0,2.0,2.0,1.0,2.0,1,1,0,3,1,1,651.0,32.0,32.4,3.0,0,21
22801,7494.0,36.0,36.3,5.0,2.0,2.0,1.0,2.0,2,1,1,3,1,0,-1.0,-1.0,-1.0,-1.0,0,21
22802,7494.0,36.0,36.3,5.0,2.0,2.0,1.0,2.0,3,0,0,2,0,2,98.0,42.0,42.6,1.0,0,4
22803,7494.0,36.0,36.3,5.0,2.0,2.0,1.0,2.0,4,0,0,2,0,2,44.0,1.0,1.1,0.0,0,4
22841,7506.0,37.0,37.2,2.0,0.0,2.0,1.0,1.0,0,1,0,3,1,1,832.0,45.0,45.0,1.0,1,51
22842,7506.0,37.0,37.2,2.0,0.0,2.0,1.0,1.0,1,1,0,3,1,1,128.0,30.0,30.7,1.0,1,51
22881,7521.0,46.0,46.0,4.0,1.0,3.0,1.0,2.0,0,1,0,3,1,1,187.0,25.0,25.2,0.0,3,16
22882,7521.0,46.0,46.0,4.0,1.0,3.0,1.0,2.0,1,1,2,3,1,1,61.0,23.0,23.3,0.0,3,21
22883,7521.0,46.0,46.0,4.0,1.0,3.0,1.0,2.0,2,1,0,3,1,1,1009.0,8.0,8.2,2.0,3,21
22884,7521.0,46.0,46.0,4.0,1.0,3.0,1.0,2.0,3,0,1,2,0,2,84.0,45.0,45.0,0.0,3,4
22931,7534.0,8.0,8.2,1.0,0.0,0.0,0.0,1.0,0,1,1,0,0,4,498.0,37.0,37.0,0.0,0,61
22950,7541.0,36.0,36.3,5.0,2.0,2.0,1.0,0.0,0,1,1,3,1,1,873.0,40.0,40.0,0.0,3,16
22951,7541.0,36.0,36.3,5.0,2.0,2.0,1.0,0.0,1,1,0,3,2,1,390.0,1.0,1.3,0.0,3,16
22952,7541.0,36.0,36.3,5.0,2.0,2.0,1.0,0.0,2,1,1,3,1,1,227.0,4.0,4.0,0.0,3,21
22953,7541.0,36.0,36.3,5.0,2.0,2.0,1.0,0.0,3,0,1,2,0,2,38.0,4.0,4.3,0.0,3,4
22954,7541.0,36.0,36.3,5.0,2.0,2.0,1.0,0.0,4,0,0,2,0,5,20.0,27.0,27.0,2.0,3,0
22955,7542.0,41.0,41.3,3.0,0.0,2.0,1.0,1.0,0,1,0,3,1,1,585.0,12.0,12.6,0.0,0,51
22956,7542.0,41.0,41.3,3.0,0.0,2.0,1.0,1.0,1,1,0,3,1,1,1006.0,36.0,36.1,0.0,0,51
22957,7542.0,41.0,41.3,3.0,0.0,2.0,1.0,1.0,2,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
22977,7549.0,26.0,26.3,4.0,1.0,3.0,1.0,0.0,0,1,1,3,1,1,459.0,3.0,3.0,0.0,2,21
22978,7549.0,26.0,26.3,4.0,1.0,3.0,1.0,0.0,1,1,0,3,1,1,84.0,25.0,25.8,0.0,2,21
22979,7549.0,26.0,26.3,4.0,1.0,3.0,1.0,0.0,2,1,0,3,1,1,322.0,17.0,17.4,0.0,2,21
22980,7549.0,26.0,26.3,4.0,1.0,3.0,1.0,0.0,3,0,0,2,0,2,53.0,19.0,19.5,0.0,2,4
22981,7550.0,45.0,45.2,4.0,0.0,1.0,1.0,2.0,0,1,0,3,2,1,662.0,29.0,29.1,0.0,3,51
22982,7550.0,45.0,45.2,4.0,0.0,1.0,1.0,2.0,1,1,1,0,0,3,444.0,19.0,19.2,2.0,3,51
22983,7550.0,45.0,45.2,4.0,0.0,1.0,1.0,2.0,2,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,51
22984,7550.0,45.0,45.2,4.0,0.0,1.0,1.0,2.0,3,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,51
22987,7553.0,37.0,37.2,3.0,1.0,2.0,1.0,1.0,0,1,0,3,1,1,373.0,40.0,40.1,0.0,2,21
22988,7553.0,37.0,37.2,3.0,1.0,2.0,1.0,1.0,1,1,0,3,1,1,562.0,20.0,20.0,0.0,2,21
22989,7553.0,37.0,37.2,3.0,1.0,2.0,1.0,1.0,2,0,0,2,0,2,98.0,42.0,42.6,0.0,2,0
22996,7556.0,22.0,22.3,1.0,0.0,1.0,1.0,1.0,0,1,0,3,1,1,325.0,12.0,12.4,0.0,1,61
22997,7557.0,40.0,40.2,4.0,1.0,2.0,1.0,1.0,0,1,1,3,1,1,414.0,15.0,15.2,0.0,2,31
22998,7557.0,40.0,40.2,4.0,1.0,2.0,1.0,1.0,1,1,0,3,1,1,952.0,23.0,23.2,0.0,2,31
22999,7557.0,40.0,40.2,4.0,1.0,2.0,1.0,1.0,2,1,1,3,1,1,586.0,29.0,29.3,0.0,2,31
23000,7557.0,40.0,40.2,4.0,1.0,2.0,1.0,1.0,3,0,1,2,0,5,13.0,23.0,23.0,0.0,2,0
23003,7559.0,43.0,43.5,4.0,2.0,2.0,1.0,1.0,0,1,1,3,1,1,522.0,7.0,7.8,0.0,1,21
23004,7559.0,43.0,43.5,4.0,2.0,2.0,1.0,1.0,1,1,0,3,1,1,320.0,13.0,13.0,0.0,1,16
23005,7559.0,43.0,43.5,4.0,2.0,2.0,1.0,1.0,2,0,0,2,0,0,-1.0,-1.0,-1.0,-1.0,1,13
23006,7559.0,43.0,43.5,4.0,2.0,2.0,1.0,1.0,3,0,0,2,0,2,59.0,4.0,4.3,0.0,1,0
23007,7560.0,47.0,47.1,2.0,1.0,1.0,1.0,0.0,0,1,1,3,1,1,858.0,47.0,47.4,0.0,0,21
23008,7560.0,47.0,47.1,2.0,1.0,1.0,1.0,0.0,1,0,0,2,0,2,6.0,30.0,30.3,0.0,0,4
23012,7563.0,45.0,45.0,4.0,0.0,1.0,1.0,1.0,0,1,1,3,2,1,56.0,40.0,40.3,3.0,3,41
23013,7563.0,45.0,45.0,4.0,0.0,1.0,1.0,1.0,1,1,0,3,1,1,866.0,23.0,23.3,2.0,3,41
23014,7563.0,45.0,45.0,4.0,0.0,1.0,1.0,1.0,2,1,1,1,0,0,-1.0,-1.0,-1.0,-1.0,3,41
23015,7563.0,45.0,45.0,4.0,0.0,1.0,1.0,1.0,3,1,0,3,1,1,534.0,22.0,22.3,2.0,3,41
23025,7566.0,46.0,46.2,3.0,1.0,2.0,1.0,0.0,0,1,1,3,2,1,883.0,32.0,32.4,3.0,1,16
23026,7566.0,46.0,46.2,3.0,1.0,2.0,1.0,0.0,1,1,0,2,0,2,97.0,37.0,37.1,0.0,1,16
23027,7566.0,46.0,46.2,3.0,1.0,2.0,1.0,0.0,2,0,1,2,0,2,49.0,15.0,15.2,0.0,1,0
23029,7568.0,37.0,37.2,3.0,0.0,1.0,1.0,2.0,0,1,1,3,1,1,467.0,39.0,39.0,0.0,2,51
23030,7568.0,37.0,37.2,3.0,0.0,1.0,1.0,2.0,1,1,0,0,0,5,71.0,28.0,28.1,0.0,2,51
23031,7568.0,37.0,37.2,3.0,0.0,1.0,1.0,2.0,2,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,2,51
23046,7573.0,47.0,47.2,5.0,1.0,2.0,1.0,3.0,0,1,1,3,1,1,696.0,46.0,46.7,0.0,2,41
23047,7573.0,47.0,47.2,5.0,1.0,2.0,1.0,3.0,1,1,0,3,1,1,47.0,20.0,20.1,0.0,2,31
23048,7573.0,47.0,47.2,5.0,1.0,2.0,1.0,3.0,2,1,1,3,1,1,456.0,5.0,5.1,0.0,2,41
23049,7573.0,47.0,47.2,5.0,1.0,2.0,1.0,3.0,3,1,0,3,1,0,-1.0,-1.0,-1.0,-1.0,2,41
23050,7573.0,47.0,47.2,5.0,1.0,2.0,1.0,3.0,4,0,0,2,0,2,36.0,12.0,12.4,1.0,2,4
23055,7575.0,46.0,46.5,4.0,1.0,3.0,1.0,2.0,0,1,1,3,1,1,90.0,22.0,22.0,3.0,3,21
23056,7575.0,46.0,46.5,4.0,1.0,3.0,1.0,2.0,1,1,0,2,0,2,99.0,42.0,42.4,1.0,3,16
23057,7575.0,46.0,46.5,4.0,1.0,3.0,1.0,2.0,2,1,1,3,3,1,547.0,41.0,41.1,0.0,3,21
23058,7575.0,46.0,46.5,4.0,1.0,3.0,1.0,2.0,3,0,1,2,0,2,54.0,5.0,5.0,0.0,3,0
23059,7576.0,38.0,38.2,3.0,0.0,1.0,1.0,0.0,0,1,1,3,1,1,57.0,25.0,25.3,0.0,2,61
23060,7576.0,38.0,38.2,3.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,2,51
23061,7576.0,38.0,38.2,3.0,0.0,1.0,1.0,0.0,2,1,0,0,0,4,444.0,46.0,46.8,0.0,2,51
23069,7580.0,46.0,46.7,2.0,1.0,0.0,0.0,0.0,0,1,1,3,1,1,275.0,12.0,12.0,0.0,0,21
23070,7580.0,46.0,46.7,2.0,1.0,0.0,0.0,0.0,1,0,1,2,0,2,0.0,43.0,43.4,0.0,0,0
23088,7587.0,46.0,46.7,5.0,2.0,1.0,1.0,1.0,0,1,1,3,1,1,917.0,43.0,43.0,1.0,3,31
23089,7587.0,46.0,46.7,5.0,2.0,1.0,1.0,1.0,1,1,0,1,0,0,-1.0,-1.0,-1.0,-1.0,3,41
23090,7587.0,46.0,46.7,5.0,2.0,1.0,1.0,1.0,2,1,1,3,1,1,701.0,47.0,47.0,3.0,3,41
23091,7587.0,46.0,46.7,5.0,2.0,1.0,1.0,1.0,3,0,0,2,0,2,93.0,42.0,42.1,2.0,3,4
23092,7587.0,46.0,46.7,5.0,2.0,1.0,1.0,1.0,4,0,1,2,0,2,85.0,44.0,44.3,3.0,3,4
23093,7588.0,47.0,47.9,3.0,1.0,0.0,0.0,1.0,0,1,1,3,1,1,815.0,46.0,46.9,2.0,0,21
23094,7588.0,47.0,47.9,3.0,1.0,0.0,0.0,1.0,1,1,0,3,1,1,968.0,41.0,41.0,3.0,0,21
23095,7588.0,47.0,47.9,3.0,1.0,0.0,0.0,1.0,2,0,0,2,0,5,70.0,29.0,29.1,0.0,0,4
23096,7589.0,42.0,42.2,3.0,1.0,1.0,1.0,1.0,0,1,1,3,1,1,76.0,28.0,28.3,0.0,1,16
23097,7589.0,42.0,42.2,3.0,1.0,1.0,1.0,1.0,1,1,0,3,1,1,69.0,24.0,24.6,0.0,1,16
23098,7589.0,42.0,42.2,3.0,1.0,1.0,1.0,1.0,2,0,0,2,0,2,63.0,41.0,41.3,0.0,1,4
23102,7592.0,42.0,42.5,4.0,0.0,3.0,1.0,0.0,0,1,0,3,1,1,975.0,46.0,46.8,3.0,2,51
23103,7592.0,42.0,42.5,4.0,0.0,3.0,1.0,0.0,1,1,0,3,1,1,639.0,43.0,43.4,0.0,2,51
23104,7592.0,42.0,42.5,4.0,0.0,3.0,1.0,0.0,2,1,1,3,2,1,797.0,41.0,41.3,0.0,2,51
23105,7592.0,42.0,42.5,4.0,0.0,3.0,1.0,0.0,3,1,0,0,0,5,22.0,22.0,22.0,0.0,2,51
23130,7603.0,46.0,46.8,4.0,1.0,3.0,1.0,3.0,0,1,1,3,1,1,48.0,27.0,27.2,0.0,2,21
23131,7603.0,46.0,46.8,4.0,1.0,3.0,1.0,3.0,1,1,0,3,2,1,1015.0,27.0,27.3,0.0,2,21
23132,7603.0,46.0,46.8,4.0,1.0,3.0,1.0,3.0,2,1,1,3,1,1,539.0,23.0,23.1,0.0,2,21
23133,7603.0,46.0,46.8,4.0,1.0,3.0,1.0,3.0,3,0,1,2,0,2,78.0,47.0,47.1,1.0,2,4
23141,7607.0,46.0,46.3,4.0,2.0,2.0,1.0,1.0,0,1,0,2,0,2,33.0,7.0,7.1,0.0,1,13
23142,7607.0,46.0,46.3,4.0,2.0,2.0,1.0,1.0,1,1,0,2,0,2,13.0,24.0,24.1,0.0,1,16
23143,7607.0,46.0,46.3,4.0,2.0,2.0,1.0,1.0,2,0,0,2,0,2,31.0,13.0,13.0,0.0,1,4
23144,7607.0,46.0,46.3,4.0,2.0,2.0,1.0,1.0,3,0,1,2,0,2,19.0,12.0,12.6,0.0,1,4
23146,7609.0,40.0,40.0,5.0,2.0,3.0,1.0,0.0,0,1,1,2,0,5,18.0,27.0,27.1,3.0,3,21
23147,7609.0,40.0,40.0,5.0,2.0,3.0,1.0,0.0,1,1,1,3,1,1,457.0,19.0,19.0,0.0,3,21
23148,7609.0,40.0,40.0,5.0,2.0,3.0,1.0,0.0,2,1,1,3,1,0,-1.0,-1.0,-1.0,-1.0,3,21
23149,7609.0,40.0,40.0,5.0,2.0,3.0,1.0,0.0,3,0,0,2,0,2,61.0,30.0,30.6,0.0,3,4
23150,7609.0,40.0,40.0,5.0,2.0,3.0,1.0,0.0,4,0,1,2,0,2,70.0,25.0,25.3,0.0,3,4
23160,7614.0,42.0,42.6,3.0,0.0,3.0,1.0,0.0,0,1,0,3,1,1,672.0,23.0,23.3,0.0,2,41
23161,7614.0,42.0,42.6,3.0,0.0,3.0,1.0,0.0,1,1,1,3,2,1,587.0,43.0,43.5,0.0,2,31
23162,7614.0,42.0,42.6,3.0,0.0,3.0,1.0,0.0,2,1,0,3,1,1,528.0,7.0,7.1,0.0,2,41
23183,7621.0,47.0,47.9,3.0,0.0,2.0,1.0,1.0,0,1,0,3,2,1,828.0,45.0,45.2,0.0,3,61
23184,7621.0,47.0,47.9,3.0,0.0,2.0,1.0,1.0,1,1,0,3,2,1,109.0,33.0,33.0,0.0,3,61
23185,7621.0,47.0,47.9,3.0,0.0,2.0,1.0,1.0,2,1,1,0,0,4,136.0,18.0,18.1,0.0,3,61
23188,7623.0,40.0,40.0,4.0,1.0,3.0,1.0,0.0,0,1,1,3,1,1,877.0,47.0,47.8,0.0,3,21
23189,7623.0,40.0,40.0,4.0,1.0,3.0,1.0,0.0,1,1,0,3,1,1,678.0,45.0,45.2,0.0,3,21
23190,7623.0,40.0,40.0,4.0,1.0,3.0,1.0,0.0,2,1,0,3,1,1,273.0,10.0,10.8,2.0,3,16
23191,7623.0,40.0,40.0,4.0,1.0,3.0,1.0,0.0,3,0,1,2,0,2,77.0,38.0,38.3,2.0,3,4
23200,7626.0,41.0,41.2,5.0,2.0,1.0,1.0,1.0,0,1,1,3,1,1,162.0,33.0,33.3,0.0,2,16
23201,7626.0,41.0,41.2,5.0,2.0,1.0,1.0,1.0,1,1,0,3,1,1,593.0,21.0,21.0,0.0,2,16
23202,7626.0,41.0,41.2,5.0,2.0,1.0,1.0,1.0,2,1,1,1,0,0,-1.0,-1.0,-1.0,-1.0,2,21
23203,7626.0,41.0,41.2,5.0,2.0,1.0,1.0,1.0,3,0,0,2,0,2,7.0,29.0,29.1,0.0,2,4
23204,7626.0,41.0,41.2,5.0,2.0,1.0,1.0,1.0,4,0,1,2,0,2,63.0,41.0,41.3,0.0,2,13
23207,7629.0,43.0,43.4,1.0,0.0,1.0,1.0,0.0,0,1,1,3,1,1,894.0,42.0,42.6,1.0,1,31
23211,7631.0,46.0,46.0,3.0,1.0,0.0,0.0,1.0,0,1,1,1,0,0,-1.0,-1.0,-1.0,-1.0,0,21
23212,7631.0,46.0,46.0,3.0,1.0,0.0,0.0,1.0,1,1,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,21
23213,7631.0,46.0,46.0,3.0,1.0,0.0,0.0,1.0,2,0,0,2,0,2,75.0,46.0,46.7,0.0,0,0
23218,7634.0,45.0,45.2,2.0,0.0,1.0,1.0,2.0,0,1,0,3,1,1,202.0,15.0,15.3,0.0,0,51
23219,7634.0,45.0,45.2,2.0,0.0,1.0,1.0,2.0,1,1,2,0,0,4,281.0,41.0,41.2,0.0,0,51
23227,7638.0,46.0,46.4,3.0,0.0,2.0,1.0,2.0,0,1,2,3,3,1,69.0,24.0,24.6,3.0,3,41
23228,7638.0,46.0,46.4,3.0,0.0,2.0,1.0,2.0,1,1,1,3,1,1,725.0,41.0,41.0,0.0,3,41
23229,7638.0,46.0,46.4,3.0,0.0,2.0,1.0,2.0,2,1,1,3,1,1,29.0,22.0,22.2,0.0,3,41
23235,7641.0,46.0,46.6,1.0,0.0,0.0,0.0,0.0,0,1,0,1,0,4,338.0,31.0,31.0,0.0,0,41
23241,7643.0,37.0,37.3,5.0,3.0,1.0,1.0,0.0,0,1,0,3,1,1,982.0,36.0,36.3,0.0,1,21
23242,7643.0,37.0,37.3,5.0,3.0,1.0,1.0,0.0,1,1,0,1,0,3,898.0,43.0,43.4,0.0,1,21
23243,7643.0,37.0,37.3,5.0,3.0,1.0,1.0,0.0,2,0,1,2,0,2,1.0,42.0,42.4,2.0,1,13
23244,7643.0,37.0,37.3,5.0,3.0,1.0,1.0,0.0,3,0,1,2,0,2,70.0,25.0,25.3,0.0,1,4
23245,7643.0,37.0,37.3,5.0,3.0,1.0,1.0,0.0,4,0,0,2,0,2,60.0,12.0,12.3,2.0,1,4
23246,7644.0,39.0,39.2,5.0,0.0,3.0,1.0,0.0,0,1,0,3,1,1,631.0,29.0,29.3,0.0,2,31
23247,7644.0,39.0,39.2,5.0,0.0,3.0,1.0,0.0,1,1,0,3,1,1,214.0,14.0,14.3,0.0,2,31
23248,7644.0,39.0,39.2,5.0,0.0,3.0,1.0,0.0,2,1,1,3,1,1,270.0,7.0,7.0,0.0,2,31
23249,7644.0,39.0,39.2,5.0,0.0,3.0,1.0,0.0,3,1,0,3,1,1,555.0,29.0,29.0,0.0,2,31
23250,7644.0,39.0,39.2,5.0,0.0,3.0,1.0,0.0,4,1,0,3,2,1,835.0,28.0,28.3,0.0,2,31
23257,7647.0,29.0,29.3,3.0,0.0,2.0,1.0,1.0,0,1,0,3,1,1,331.0,10.0,10.1,0.0,2,31
23258,7647.0,29.0,29.3,3.0,0.0,2.0,1.0,1.0,1,1,0,3,1,1,157.0,32.0,32.2,0.0,2,31
23259,7647.0,29.0,29.3,3.0,0.0,2.0,1.0,1.0,2,1,1,3,1,1,819.0,29.0,29.1,0.0,2,31
23277,7655.0,44.0,44.1,2.0,1.0,1.0,1.0,1.0,0,1,1,3,1,1,292.0,19.0,19.4,0.0,1,21
23278,7655.0,44.0,44.1,2.0,1.0,1.0,1.0,1.0,1,0,1,2,0,2,70.0,25.0,25.3,0.0,1,4
23284,7657.0,47.0,47.12,4.0,1.0,3.0,1.0,1.0,0,1,1,3,1,1,721.0,43.0,43.6,2.0,0,16
23285,7657.0,47.0,47.12,4.0,1.0,3.0,1.0,1.0,1,1,1,3,1,1,680.0,42.0,42.4,3.0,0,21
23286,7657.0,47.0,47.12,4.0,1.0,3.0,1.0,1.0,2,1,0,3,1,1,895.0,39.0,39.3,0.0,0,16
23287,7657.0,47.0,47.12,4.0,1.0,3.0,1.0,1.0,3,0,1,2,0,2,86.0,46.0,46.6,3.0,0,4
23296,7662.0,44.0,44.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
23297,7663.0,36.0,36.0,5.0,1.0,1.0,1.0,0.0,0,1,1,3,1,1,139.0,21.0,21.2,0.0,1,21
23298,7663.0,36.0,36.0,5.0,1.0,1.0,1.0,0.0,1,1,0,1,0,0,-1.0,-1.0,-1.0,-1.0,1,21
23299,7663.0,36.0,36.0,5.0,1.0,1.0,1.0,0.0,2,1,1,3,1,1,899.0,41.0,41.2,0.0,1,21
23300,7663.0,36.0,36.0,5.0,1.0,1.0,1.0,0.0,3,1,2,3,1,0,-1.0,-1.0,-1.0,-1.0,1,21
23301,7663.0,36.0,36.0,5.0,1.0,1.0,1.0,0.0,4,0,1,2,0,2,64.0,31.0,31.0,0.0,1,4
23303,7665.0,39.0,39.2,3.0,0.0,0.0,0.0,0.0,0,1,1,0,0,4,199.0,6.0,6.3,0.0,0,51
23304,7665.0,39.0,39.2,3.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
23305,7665.0,39.0,39.2,3.0,0.0,0.0,0.0,0.0,2,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
23340,7677.0,46.0,46.4,3.0,1.0,1.0,1.0,0.0,0,1,0,3,2,1,114.0,22.0,22.1,0.0,1,21
23341,7677.0,46.0,46.4,3.0,1.0,1.0,1.0,0.0,1,1,0,3,1,1,924.0,42.0,42.6,1.0,1,21
23342,7677.0,46.0,46.4,3.0,1.0,1.0,1.0,0.0,2,0,0,2,0,2,74.0,26.0,26.0,0.0,1,0
23346,7680.0,26.0,26.3,1.0,0.0,1.0,1.0,0.0,0,1,0,3,1,1,601.0,47.0,47.7,0.0,0,51
23356,7684.0,43.0,43.5,2.0,1.0,1.0,1.0,0.0,0,1,1,3,1,1,918.0,45.0,45.1,0.0,1,21
23357,7684.0,43.0,43.5,2.0,1.0,1.0,1.0,0.0,1,0,1,2,0,2,72.0,32.0,32.6,0.0,1,4
23360,7686.0,40.0,40.1,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,4,286.0,25.0,25.2,3.0,0,51
23361,7687.0,44.0,44.1,1.0,0.0,1.0,1.0,0.0,0,1,0,3,1,1,487.0,7.0,7.12,0.0,0,51
23367,7691.0,40.0,40.1,1.0,0.0,1.0,1.0,1.0,0,1,1,3,1,1,662.0,29.0,29.1,0.0,0,41
23373,7694.0,45.0,45.0,3.0,0.0,1.0,1.0,0.0,0,1,0,3,1,1,947.0,28.0,28.0,2.0,0,41
23374,7694.0,45.0,45.0,3.0,0.0,1.0,1.0,0.0,1,1,0,3,2,1,128.0,30.0,30.7,0.0,0,41
23375,7694.0,45.0,45.0,3.0,0.0,1.0,1.0,0.0,2,1,1,3,2,1,989.0,41.0,41.1,0.0,0,41
23380,7697.0,46.0,46.3,1.0,0.0,1.0,1.0,0.0,0,1,1,3,1,1,819.0,29.0,29.1,0.0,0,61
23384,7699.0,47.0,47.8,5.0,4.0,1.0,1.0,0.0,0,1,1,3,1,1,715.0,32.0,32.9,0.0,0,21
23385,7699.0,47.0,47.8,5.0,4.0,1.0,1.0,0.0,1,0,0,2,0,2,9.0,43.0,43.5,0.0,0,4
23386,7699.0,47.0,47.8,5.0,4.0,1.0,1.0,0.0,2,0,1,2,0,2,75.0,46.0,46.7,0.0,0,4
23387,7699.0,47.0,47.8,5.0,4.0,1.0,1.0,0.0,3,0,0,2,0,2,25.0,6.0,6.0,0.0,0,4
23388,7699.0,47.0,47.8,5.0,4.0,1.0,1.0,0.0,4,0,0,2,0,2,62.0,32.0,32.7,0.0,0,4
23408,7705.0,45.0,45.1,2.0,0.0,2.0,1.0,1.0,0,1,0,3,1,1,472.0,2.0,2.2,3.0,1,21
23409,7705.0,45.0,45.1,2.0,0.0,2.0,1.0,1.0,1,1,1,3,1,1,1004.0,33.0,33.3,0.0,1,21
23426,7710.0,47.0,47.1,4.0,0.0,1.0,1.0,2.0,0,1,0,3,2,1,960.0,36.0,36.6,1.0,2,51
23427,7710.0,47.0,47.1,4.0,0.0,1.0,1.0,2.0,1,1,0,0,0,4,269.0,29.0,29.2,0.0,2,51
23428,7710.0,47.0,47.1,4.0,0.0,1.0,1.0,2.0,2,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,2,51
23429,7710.0,47.0,47.1,4.0,0.0,1.0,1.0,2.0,3,1,2,0,0,0,-1.0,-1.0,-1.0,-1.0,2,51
23434,7712.0,46.0,46.4,3.0,1.0,2.0,1.0,0.0,0,1,1,3,1,0,-1.0,-1.0,-1.0,-1.0,1,21
23435,7712.0,46.0,46.4,3.0,1.0,2.0,1.0,0.0,1,1,0,3,1,1,808.0,29.0,29.0,0.0,1,21
23436,7712.0,46.0,46.4,3.0,1.0,2.0,1.0,0.0,2,0,1,2,0,2,46.0,21.0,21.1,0.0,1,4
23450,7719.0,39.0,39.3,2.0,0.0,1.0,1.0,0.0,0,1,0,3,2,1,803.0,32.0,32.3,2.0,2,71
23451,7719.0,39.0,39.3,2.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,2,71
23470,7726.0,32.0,32.8,4.0,0.0,1.0,1.0,1.0,0,1,0,3,1,1,741.0,41.0,41.0,3.0,1,31
23471,7726.0,32.0,32.8,4.0,0.0,1.0,1.0,1.0,1,1,1,3,1,1,834.0,46.0,46.8,0.0,1,31
23472,7726.0,32.0,32.8,4.0,0.0,1.0,1.0,1.0,2,1,0,1,0,3,553.0,25.0,25.5,2.0,1,31
23473,7726.0,32.0,32.8,4.0,0.0,1.0,1.0,1.0,3,1,0,1,0,4,234.0,19.0,19.3,0.0,1,31
23494,7735.0,46.0,46.9,5.0,2.0,2.0,1.0,1.0,0,1,1,2,0,2,1.0,42.0,42.4,1.0,3,31
23495,7735.0,46.0,46.9,5.0,2.0,2.0,1.0,1.0,1,1,0,3,2,1,746.0,32.0,32.4,0.0,3,31
23496,7735.0,46.0,46.9,5.0,2.0,2.0,1.0,1.0,2,1,1,1,0,0,-1.0,-1.0,-1.0,-1.0,3,31
23497,7735.0,46.0,46.9,5.0,2.0,2.0,1.0,1.0,3,0,0,2,0,2,14.0,45.0,45.2,0.0,3,4
23498,7735.0,46.0,46.9,5.0,2.0,2.0,1.0,1.0,4,0,0,2,0,2,6.0,30.0,30.3,0.0,3,4
23499,7736.0,32.0,32.8,4.0,1.0,3.0,1.0,0.0,0,1,0,3,1,1,880.0,7.0,7.12,0.0,1,21
23500,7736.0,32.0,32.8,4.0,1.0,3.0,1.0,0.0,1,1,2,3,1,1,70.0,27.0,27.1,0.0,1,21
23501,7736.0,32.0,32.8,4.0,1.0,3.0,1.0,0.0,2,1,1,3,1,1,800.0,46.0,46.9,0.0,1,21
23502,7736.0,32.0,32.8,4.0,1.0,3.0,1.0,0.0,3,0,0,2,0,2,76.0,44.0,44.3,0.0,1,13
23504,7738.0,46.0,46.9,5.0,3.0,2.0,1.0,1.0,0,1,1,3,2,0,-1.0,-1.0,-1.0,-1.0,2,41
23505,7738.0,46.0,46.9,5.0,3.0,2.0,1.0,1.0,1,1,0,3,1,1,511.0,15.0,15.3,2.0,2,41
23506,7738.0,46.0,46.9,5.0,3.0,2.0,1.0,1.0,2,0,1,2,0,2,13.0,24.0,24.1,0.0,2,4
23507,7738.0,46.0,46.9,5.0,3.0,2.0,1.0,1.0,3,0,0,2,0,2,97.0,37.0,37.1,0.0,2,4
23508,7738.0,46.0,46.9,5.0,3.0,2.0,1.0,1.0,4,0,1,2,0,2,89.0,47.0,47.2,1.0,2,4
23509,7739.0,45.0,45.3,3.0,0.0,1.0,1.0,2.0,0,1,0,3,1,1,64.0,26.0,26.1,0.0,2,51
23510,7739.0,45.0,45.3,3.0,0.0,1.0,1.0,2.0,1,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,2,41
23511,7739.0,45.0,45.3,3.0,0.0,1.0,1.0,2.0,2,1,0,0,0,4,177.0,19.0,19.5,0.0,2,51
23516,7741.0,46.0,46.4,3.0,0.0,1.0,1.0,2.0,0,1,0,3,1,1,539.0,23.0,23.1,0.0,2,51
23517,7741.0,46.0,46.4,3.0,0.0,1.0,1.0,2.0,1,1,0,0,0,4,44.0,24.0,24.6,0.0,2,51
